FID,globalid,uniq_id,timestamp,editor,wardname,wardcode,lganame,lgacode,statename,statecode,idp_hf_prv,idp_hf,idp_am_mdc,tot_hhold,f_pop_60,m_pop_pl60,f_pop18_59,m_pop18_59,f_pop6_17,m_pop6_17,f_pop1_5,m_pop1_5,f_pop_und1,b_pop_und1,site_id,idp_prtb_w,idp_amnts,idp_am_hs,idp_am_med,agncy_cntc,agency_nam,sma_type,site_cls_d,site_opn_d,site_statu,site_type,set_name,alt_st_nam,t_pop_und5,total_pop,pop_source,site_name
668,"055536b9-2a4c-4f37-b630-b0a8d2a2c107",7588,1517529600000,adanna.alex,Waziri South,GMSDKU08,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Shabewa, ,0,0,IOM DTM RD16 May 2017,Shabewa
669,e19d428e-5f64-4eab-96c7-04e1a86822bf,7589,1517529600000,adanna.alex,Bangunji,GMSSHM01,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Mar, ,0,0,IOM DTM RD16 May 2017,Unguwan Laban
670,80ca0ea4-cc3a-4691-a4b9-e507b0215576,7590,1517529600000,adanna.alex,Bangunji,GMSSHM01,Shomgom,"16010",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Mar, ,0,0,IOM DTM RD16 May 2017,Kalisen
671,9bf1506b-8b03-43d3-9426-8bdabef118bc,7591,1517529600000,adanna.alex,Abo,CRSBJE05,Boki,"9007",Cross River,CR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,Bian Tambe Abo Ebam, ,0,0,GRID,Ambasona Refuges Camp
672,612d63a6-c923-42d7-9fd1-7b31691446f6,7592,1517529600000,adanna.alex,Pali West,BA0117,Alkaleri,"5001",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Doka Pali, ,0,0,IOM DTM RD16 May 2017,Doka Pali
673,9f48be8a-9af0-46a4-8610-ccfd704f59fb,7593,1517529600000,adanna.alex,Jarawa Kogi B,PLSANW11,Jos East,"32004",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Liman Katagum, ,0,0,IOM DTM RD16 May 2017,Liman Katagum
674,ee55e4ed-5c44-4cac-9603-58358e60e4a4,7594,1517529600000,adanna.alex,Tetteba,"70802",Gulani,"708",Yobe,YO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tudun Yelwa, ,0,0,IOM DTM RD16 May 2017,Tudun Yelwa
675,68ece195-4055-4673-805e-0e28380b7f5c,7595,1517529600000,adanna.alex,Fagam,BA0411,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Fagam, ,0,0,IOM DTM RD16 May 2017,Fagam
676,5e7bb13b-2ac2-4f75-a22f-a3297885921b,7596,1517529600000,adanna.alex,Zaura,BA0408,Dambam,"5004",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zaura, ,0,0,IOM DTM RD16 May 2017,Zaura
677,66fdd85b-29b1-4524-88b2-8d02b8364de4,7597,1517529600000,adanna.alex,Darazo West,BA0512,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bayan Gidanmai, ,0,0,IOM DTM RD16 May 2017,Bayan Gidanmai
678,7361f720-018f-4620-97fc-a1e4a75ed7b0,7598,1517529600000,adanna.alex,Darazo West,BA0512,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Darazo South, ,0,0,IOM DTM RD16 May 2017,Darazo South
679,dcf850a0-b49f-4cc6-ab4b-d8954be9617d,7599,1517529600000,adanna.alex,Darazo West,BA0512,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bayan Banki, ,0,0,IOM DTM RD16 May 2017,Bayan Banki
680,5ff97227-05fe-4e7f-aa9a-566c981b33fa,7600,1517529600000,adanna.alex,Konkiyel,BA0504,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ung Sarki, ,0,0,IOM DTM RD16 May 2017,Ung Sarki
681,94194e13-6f0d-4ac5-963d-0ffc0748147b,7601,1517529600000,adanna.alex,Wahu,BA0510,Darazo,"5005",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ung Sarki, ,0,0,IOM DTM RD16 May 2017,Ung Sarki
682,e0ccd367-8d4b-43a3-8018-7aaaf93e836c,7602,1517529600000,adanna.alex,Kafin Madaki A,BA0803,Ganjuwa,"5008",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sarki Yama, ,0,0,IOM DTM RD16 May 2017,Sarki Yama
683,6f70b501-17ec-425b-b48c-edf2db1d6bbb,7603,1517529600000,adanna.alex,Miya A,BA0807,Ganjuwa,"5008",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sarkin Miya, ,0,0,IOM DTM RD16 May 2017,Sarkin Miya
684,b5549d1c-8ec9-4d17-8fe8-45261bedcf0b,7604,1517529600000,adanna.alex,Bambal,BA1008,Itas/Gadau,"5010",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bambal, ,0,0,IOM DTM RD16 May 2017,Bambal
685,12063164-c0df-42e9-89a8-3f93e2f265bd,7605,1517529600000,adanna.alex,Gwaram,JI1105,Gwaram,"18008",Jigawa,JI, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kalagana, ,0,0,IOM DTM RD16 May 2017,Kalagana
686,ce5bd25c-dcfa-4922-8791-96fb1fc94c78,7606,1517529600000,adanna.alex,Bataiya,KN0202,Albasu,"20009",Kano,KN, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zuboki, ,0,0,IOM DTM RD16 May 2017,Zuboki
687,5c15aebd-11bd-41d7-a9d2-489bac983c01,7607,1517529600000,adanna.alex,Bakin Kasuwa,BA1202,Katagum,"5012",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Nasarawa, ,0,0,IOM DTM RD16 May 2017,Nasarawa
688,21655351-8184-4de7-b62e-17523a617076,7608,1517529600000,adanna.alex,Bakin Kasuwa,BA1202,Katagum,"5012",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kasuwar Kaji, ,0,0,IOM DTM RD16 May 2017,Kasuwar Kaji
689,1780d3f2-4dd8-4ed4-88d0-00e7318e715b,7609,1517529600000,adanna.alex,Kafin Kuka,BA1214,Katagum,"5012",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kafin Kuka, ,0,0,IOM DTM RD16 May 2017,Kafin Kuka
690,"0933ab04-7402-42da-8a95-30af362e0945",7610,1517529600000,adanna.alex,Shongo,BA1308,Kirfi,"5013",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,K Galadima, ,0,0,IOM DTM RD16 May 2017,K Galadima
691,a9f16654-e4c8-4e16-8a3a-e025e8663f6a,7611,1517529600000,adanna.alex,Beti,BA1402,Misau,"5014",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Beti, ,0,0,IOM DTM RD16 May 2017,Beti
692,744b6ecc-da99-4eec-830d-1a9df6f3bd6d,7612,1517529600000,adanna.alex,Beti,BA1402,Misau,"5014",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Galadimawo, ,0,0,IOM DTM RD16 May 2017,Galadimawo
693,a3ecd0b6-6fdc-47b6-ab4d-524cc6ac668c,7613,1517529600000,adanna.alex,Beti,BA1402,Misau,"5014",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yelmare, ,0,0,IOM DTM RD16 May 2017,Yelmare
694,a67f2b68-322e-4a81-81e2-0963cdae0fb6,7614,1517529600000,adanna.alex,Gwaram,BA1410,Misau,"5014",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Angwa Luguji, ,0,0,IOM DTM RD16 May 2017,Angwa Luguji
695,d81777bb-e551-4772-b967-f58dc2e4b665,7615,1517529600000,adanna.alex,Kukadi B,BA1415,Misau,"5014",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gundari, ,0,0,IOM DTM RD16 May 2017,Gundari
696,485cc79d-3c1f-4021-aa76-7cb57601eed2,7616,1517529600000,adanna.alex,Bashe,BA1510,Ningi,"5015",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Unguwan Gabas, ,0,0,IOM DTM RD16 May 2017,Unguwan Gabas
697,7ed5a13a-e417-414a-983a-070e097d9084,7617,1517529600000,adanna.alex,Dingis,BA1502,Ningi,"5015",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kafin Dingis, ,0,0,IOM DTM RD16 May 2017,Kafin Dingis
698,d07f8a62-ce4e-4daf-9a3b-feec48bb178d,7618,1517529600000,adanna.alex,Dingis,BA1502,Ningi,"5015",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tuwash Gudduba, ,0,0,IOM DTM RD16 May 2017,Tuwash Gudduba
699,b257b61b-b7a1-4e9c-9d18-412ea8569b32,7619,1517529600000,adanna.alex,Kudu Yamma,BA1506,Ningi,"5015",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tabulu, ,0,0,IOM DTM RD16 May 2017,Tabulu
700,8c8e52cf-44cb-4a56-b6cd-4214f41d285f,7620,1517529600000,adanna.alex,Kudu Yamma,BA1506,Ningi,"5015",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Jimi, ,0,0,IOM DTM RD16 May 2017,Jimi
701,eae1d5a8-387d-4bee-b437-0f80c7394ec8,7621,1517529600000,adanna.alex,Nasaru A,BA1503,Ningi,"5015",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Zazika, ,0,0,IOM DTM RD16 May 2017,Zazika
702,8ce5f719-cfc7-4f36-b610-fb71fe9bae2f,7622,1517529600000,adanna.alex,Ningi West,BA1516,Ningi,"5015",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ningi West, ,0,0,IOM DTM RD16 May 2017,Ningi West
703,a1991170-2162-43dd-9df2-95321cefa52a,7623,1517529600000,adanna.alex,Tiffi,BA1517,Ningi,"5015",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ubale, ,0,0,IOM DTM RD16 May 2017,Ubale
704,7a99abe0-2d7d-4687-be5a-7fdf50f7c50d,7624,1517529600000,adanna.alex,Lariye,BA1111,Jama'Are,"5011",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tsoren Shira, ,0,0,IOM DTM RD16 May 2017,Tsoren Shira
705,41015f3a-bf7f-4843-ba9e-1f6139832298,7625,1517529600000,adanna.alex,Disina A,BA1604,Shira,"5016",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Langa, ,0,0,IOM DTM RD16 May 2017,Langa
706,28f40108-4e1d-4560-af8d-2661ebaf4884,7626,1517529600000,adanna.alex,Yana,BA1618,Shira,"5016",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yana, ,0,0,IOM DTM RD16 May 2017,Yana
707,8dc28265-4e37-45b4-9b0d-9dd359e7cbc3,7627,1517529600000,adanna.alex,Zubo,BA1611,Shira,"5016",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Zubo, ,0,0,IOM DTM RD16 May 2017,Sabon Zubo
708,cfd49a9b-f574-426b-9ee7-3d586fcaf538,7628,1517529600000,adanna.alex,Bula B,BA1712,Tafawa-Balewa,"5017",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Government,,, ,Host Communities,Gital, ,0,0,IOM DTM RD16 May 2017,Gital
709,"09eaaab0-8a10-4936-a2bf-b7c127c6497a",7629,1517529600000,adanna.alex,Bununu A,BA1711,Tafawa-Balewa,"5017",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Barkin Kasuwa, ,0,0,IOM DTM RD16 May 2017,Barkin Kasuwa
710,36cd9bb3-de40-4ffa-85e5-9d327ebd3d9a,7630,1517529600000,adanna.alex,Mavo,PLSWAS14,Wase,"32017",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Juwait, ,0,0,IOM DTM RD16 May 2017,Juwait
711,fb90d07d-7da9-4604-a3ac-0654c9478a0d,7631,1517529600000,adanna.alex,Gimbi / Pinau,PLSWAS05,Wase,"32017",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Wuno, ,0,0,IOM DTM RD16 May 2017,Wuno
712,75d4de18-6ad4-4d1c-9c60-ce54381e59ba,7632,1517529600000,adanna.alex,Jabbo,JI1504,Kafin Hausa,"18027",Jigawa,JI, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gumai, ,0,0,IOM DTM RD16 May 2017,Gumai
713,d5166ffe-dc1f-4a3f-a5da-2e7e8803104f,7633,1517529600000,adanna.alex,Mainako North,BA2011,Zaki,"5020",Bauchi,BA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bulturi, ,0,0,IOM DTM RD16 May 2017,Bulturi
714,16c2be9f-05cc-417f-b839-3efab9f3bbec,7634,1517529600000,adanna.alex,Akko,GMSAKK01,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wuro Dole, ,0,0,IOM DTM RD16 May 2017,Wuro Dole
715,5d60283c-fdd8-4394-9fff-ce066ee35577,7635,1517529600000,adanna.alex,Akko,GMSAKK01,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lawanti, ,0,0,IOM DTM RD16 May 2017,Lawanti
716,bb7f2c0c-e0ac-48be-ab88-1b580c1f7ba6,7636,1517529600000,adanna.alex,Kwami,GMSKWM08,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Arawa Kundulu, ,0,0,IOM DTM RD16 May 2017,Arawa Kundulu
717,f4c4e478-05f7-4bc7-9017-70e10e709555,7637,1517529600000,adanna.alex,Garko,GMSAKK02,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bomala, ,0,0,IOM DTM RD16 May 2017,Bomala
718,c28b606b-cd32-4037-a442-d27e80066489,7638,1517529600000,adanna.alex,Garko,GMSAKK02,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Afganistan, ,0,0,IOM DTM RD16 May 2017,Afganistan
719,ae1f8a6b-1ba0-4def-8888-88665322d5e7,7639,1517529600000,adanna.alex,Garko,GMSAKK02,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gonna Dundado, ,0,0,IOM DTM RD16 May 2017,Gonna Dundado
720,d7302b84-7134-4de4-bd08-15b77b848ace,7640,1517529600000,adanna.alex,Garko,GMSAKK02,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Maisau, ,0,0,IOM DTM RD16 May 2017,Maisau
721,ef85711a-24c9-4fed-b7e7-05b0a29c6418,7641,1517529600000,adanna.alex,Garubula,"10504",Biu,"105",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Tumfure, ,0,0,IOM DTM RD16 May 2017,Tumfure
722,1994bd4b-1d75-40ef-a541-284e0e92d0a0,7643,1517529600000,adanna.alex,Kumo Central,GMSAKK05,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kumo Central, ,0,0,IOM DTM RD16 May 2017,Kumo Central
723,4130f73d-882e-4129-b4a1-83efe3834868,7644,1517529600000,adanna.alex,Barwo Nasarawo,GMSNFD01,Nafada,"16009",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kumo West, ,0,0,IOM DTM RD16 May 2017,Kumo West
724,a652c2dc-b5af-479b-b691-06f417caae39,7645,1517529600000,adanna.alex,Pindiga,GMSAKK09,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Kaura, ,0,0,IOM DTM RD16 May 2017,Sabon Kaura
725,"06fa3f8a-58a2-455e-b360-13a15f990b12",7646,1517529600000,adanna.alex,Bangu,GMSBLG02,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Boka Bindi, ,0,0,IOM DTM RD16 May 2017,Boka Bindi
726,c7aa29e9-8eb6-4da8-b7a4-fa2831074034,7647,1517529600000,adanna.alex,Bangu,GMSBLG02,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Anguwan Solar, ,0,0,IOM DTM RD16 May 2017,Anguwan Solar
727,b0badd6d-027c-4655-a826-fbcd331394c0,7648,1517529600000,adanna.alex,Dadiya,GMSBLG03,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Yemfiyo, ,0,0,IOM DTM RD16 May 2017,Yemfiyo
728,a4d4bbe4-442a-4c90-90c9-c56cf7f10a24,7649,1517529600000,adanna.alex,Degri,GMSBLG04,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Gurma, ,0,0,IOM DTM RD16 May 2017,Gurma
729,"072ccd97-1af3-4bd7-bca0-6752a665c1d3",7650,1517529600000,adanna.alex,Mona,GMSBLG07,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lojah, ,0,0,IOM DTM RD16 May 2017,Lojah
730,af1db1a5-e870-4569-8f50-16acd6a25bdb,7651,1517529600000,adanna.alex,Gelengu,GMSBLG05,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Wasa Maibuzu, ,0,0,IOM DTM RD16 May 2017,Wasa Maibuzu
731,a3f91f97-f5f2-473c-868f-3a981f8f9e73,7652,1517529600000,adanna.alex,Bangu,GMSBLG02,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kwakwari, ,0,0,IOM DTM RD16 May 2017,Kwakwari
732,806f1b82-adb2-4dd7-b77e-757d167dfbca,7653,1517529600000,adanna.alex,Gelengu,GMSBLG05,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Nassarawo, ,0,0,IOM DTM RD16 May 2017,Nassarawo
733,6f202c34-a121-40b5-915f-b1a28a2415ce,7654,1517529600000,adanna.alex,Degri,GMSBLG04,Balanga,"16002",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Guka, ,0,0,IOM DTM RD16 May 2017,Guka
734,62bfd5db-ec43-4625-990c-55092c1744a1,7655,1517529600000,adanna.alex,Banganje South,GMSBLR02,Billiri,"16003",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Lafikarmai, ,0,0,IOM DTM RD16 May 2017,Lafikarmai
735,d70370d2-35a4-4252-8bf5-12ec31809163,7656,1517529600000,adanna.alex,Bare,GMSBLR03,Billiri,"16003",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Golo 2, ,0,0,IOM DTM RD16 May 2017,Golo 2
736,"0595ca78-b117-4804-8c0f-fb0950dc36c2",7657,1517529600000,adanna.alex,Tal,GMSBLR07,Billiri,"16003",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kalbore, ,0,0,IOM DTM RD16 May 2017,Kalbore
737,a7f5f4f7-747b-4249-92cf-030e1d69246e,7658,1517529600000,adanna.alex,Tanglang,GMSBLR08,Billiri,"16003",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kalkulong, ,0,0,IOM DTM RD16 May 2017,Kalkulong
738,34f82ac0-f321-4632-8966-db5f5813a284,7659,1517529600000,adanna.alex,Jamari,GMSDKU03,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Dige, ,0,0,IOM DTM RD16 May 2017,Dige
739,61269314-958e-49a0-af9d-6e4faebdec8e,7660,1517529600000,adanna.alex,Jamari,GMSDKU03,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Anguwa Yamma, ,0,0,IOM DTM RD16 May 2017,Anguwa Yamma
740,f54b6b6f-c105-4f51-9ce3-40d5a3bbe64d,7661,1517529600000,adanna.alex,Jamari,GMSDKU03,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Anguwa Fada, ,0,0,IOM DTM RD16 May 2017,Anguwa Fada
741,cc4a6028-9002-49b8-b47a-b6586cf779cc,7662,1517529600000,adanna.alex,Gombe Abba,GMSDKU01,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Anguwa Hakimi, ,0,0,IOM DTM RD16 May 2017,Anguwa Hakimi
742,de8a167c-d486-4be0-8802-39060a9cb6a7,7663,1517529600000,adanna.alex,Zaune,GMSDKU11,Dukku,"16004",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,None,,, ,Host Communities,Dukkuyel, ,0,0,IOM DTM RD16 May 2017,Dukkuyel
743,"0083a890-c0f5-4896-83ac-4b7224504612",7664,1517529600000,adanna.alex,Ashaka / Magaba,GMSFKY01,Funakaye,"16005",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Ashaka, ,0,0,IOM DTM RD16 May 2017,Ashaka
744,653bbe65-c1c2-410e-9bc1-bf279aefbe3f,7665,1517529600000,adanna.alex,Bage,GMSFKY02,Funakaye,"16005",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bage, ,0,0,IOM DTM RD16 May 2017,Bage
745,37b3d2fc-b96c-4ed7-93b8-b64cb329ce44,7666,1517529600000,adanna.alex,Bajoga East,GMSFKY03,Funakaye,"16005",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bajoga West, ,0,0,IOM DTM RD16 May 2017,Bajoga West
746,fce8d1e7-33a4-4cdb-9fbc-f41f7f08e926,7667,1517529600000,adanna.alex,Gunda,"10505",Biu,"105",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Bajoga East, ,0,0,IOM DTM RD16 May 2017,Bajoga East
747,"0b1eb7e4-7eae-4508-a66b-2271ff75c4d7",7668,1517529600000,adanna.alex,Kupto,GMSFKY06,Funakaye,"16005",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kupto, ,0,0,IOM DTM RD16 May 2017,Kupto
748,77531683-dc6e-4aa6-bfd8-b4fd256b0afd,7669,1517529600000,adanna.alex,Garko,GMSAKK02,Akko,"16001",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Sabon Gari, ,0,0,IOM DTM RD16 May 2017,Sabon Gari
749,7bbccbb1-a665-40fc-bcba-c2c10d48197e,7670,1517529600000,adanna.alex,Kwadon / Liji / Kurba,GMSYDB07,Yamaltu/Deba,"16011",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,Government,,, ,Host Communities,Nassarawo, ,0,0,IOM DTM RD16 May 2017,Nassarawo
750,ad1d5e55-c186-4def-a231-e9b2eb933a96,7671,1517529600000,adanna.alex,Kaltungo East,GMSKLT04,Kaltungo,"16007",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Kaleh, ,0,0,IOM DTM RD16 May 2017,Kaleh
751,"00fb8c2a-4fb5-4cd7-999d-a2887b787d02",7673,1517529600000,adanna.alex,Kaltungo West,GMSKLT05,Kaltungo,"16007",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Millionaira Quarters, ,0,0,IOM DTM RD16 May 2017,Millionaira Quarters
752,c1f7c73d-5390-4dd4-bd47-639ef7c1f768,7674,1517529600000,adanna.alex,Dukul,GMSKWM04,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Buri Butu, ,0,0,IOM DTM RD16 May 2017,Buri Butu
753,351957c1-54e8-473d-9684-74bbd9e238f5,7675,1517529600000,adanna.alex,Gadam,GMSKWM05,Kwami,"16008",Gombe,GO, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Host Communities,Mamman Madaki, ,0,0,IOM DTM RD16 May 2017,Mamman Madaki
